"","x","y","inclusion.probabilities","ID"
"1",114.93637207,-34.151188965,0.00131665569453588,10345
"2",114.85137207,-33.901188965,0.00131665569453588,1811
"3",114.82387207,-33.973688965,0.00132450331125828,4265
"4",114.92887207,-33.866188965,0.000240905805829921,652
"5",114.87637207,-34.138688965,0.000745712155108128,9896
"6",114.91637207,-34.103688965,0.00131665569453588,8722
"7",114.86387207,-33.996188965,0.000745712155108128,5046
"8",114.83887207,-34.068688965,0.00132450331125828,7501
"9",114.89637207,-33.946188965,0.000745712155108128,3359
"10",114.81637207,-33.908688965,0.000240905805829921,2052
"11",114.86887207,-33.981188965,0.000745712155108128,4538
"12",114.90887207,-34.041188965,0.000240905805829921,6594
"13",114.85637207,-33.933688965,0.000745712155108128,2918
"14",114.82887207,-34.003688965,0.00132450331125828,5287
"15",114.93387207,-33.898688965,0.00131665569453588,1759
"16",114.88137207,-34.076188965,0.000745712155108128,7773
