"","x","y","inclusion.probabilities","ID"
"1",114.84387207,-33.671188965,0.00132013201320132,303
"2",114.81637207,-33.883688965,0.00132013201320132,8197
"3",114.93137207,-33.768688965,0.00130890052356021,3965
"4",114.80137207,-33.731188965,0.00132013201320132,2518
"5",114.91637207,-33.923688965,0.00132013201320132,9725
"6",114.94387207,-33.871188965,0.000532197977647685,7783
"7",114.85137207,-33.908688965,0.000532197977647685,9141
"8",114.96637207,-33.793688965,0.000532197977647685,4909
"9",114.82387207,-33.678688965,0.00130890052356021,574
"10",114.88137207,-33.858688965,0.00130890052356021,7293
"11",114.92387207,-33.821188965,0.00132013201320132,5915
"12",114.86637207,-33.706188965,0.00132013201320132,1614
"13",114.83637207,-33.781188965,0.000532197977647685,4392
"14",114.95137207,-33.666188965,0.00132013201320132,160
"15",114.90637207,-33.968688965,0.00132013201320132,11395
"16",114.84887207,-33.853688965,0.000532197977647685,7094
"17",114.93387207,-33.813688965,0.00132013201320132,5640
"18",114.87637207,-33.698688965,0.000204331834899877,1339
"19",114.91887207,-33.763688965,0.00130890052356021,3774
"20",114.83387207,-33.726188965,0.00130890052356021,2345
"21",114.89137207,-33.801188965,0.00130890052356021,5158
"22",114.85637207,-33.751188965,0.00130890052356021,3284
"23",114.82637207,-33.826188965,0.00132013201320132,6062
"24",114.94137207,-33.711188965,0.00130890052356021,1830
